Product Name,final_text
Lighthouse,lighthouse software provides access network device via connected console server location apidriven html interface provides secure access remote network regardless connected user interacts systemin combination netops console server lighthouse push manage docker container remote location provide additional functionality automation
Oracle Cloud Infrastructure,oracle infrastructure oci enable build run wide range application highlyavailable consistently highperformance environment
e-Discovery,relativityone streamlines ediscovery process collect production get scale performance meet need project integrated ai empower along way relativityone relativity fastest powerful secure uptodate handling unstructured relativityone empowers legal professional store control million document across limitless device jurisdiction one single easytouse interface
Retrium,retrium enables organize teammate retrospective documentation one place team ensure psychological safety private room everyone share feedback openly comment anonymous easy explore previous meeting detail review completed retrospective
Sage Intacct,sage intacct provider cloudbased financial management accounting software sage intaccts software suitable small midsize accounting firm provide financial reporting operational insight well ability automate critical financial process
Advanced Data Migration (ADM),sap advanced migration management syniti leverage advanced machine learning process automation streamline migration initiative maintain high quality cohesive approach integration optimize simplify transformation
Smart Package Studio,smart package studio enables make high quality enterprise software package quickly easily smart package studio contains builtin analysis module automatically check compliancy company rule policy
Gadberry Data Set,precise address standardization attribution geocoding used network planning engineering network expansion buildout prioritization plan ahead strategically serve area customer service qualification via website crm channel optional correspondence prop model service area caf block ilec clec boundary made possible better accurate household
Polling Engine,orion npm installation singular polling engine rated able poll element without impacting performance however may day polling engine approach exceeds polling rate limit
High Availability,provides high availability architecture help ensure continuity realtime monitoring orion implementation save time automating failover task
Serv U Managed File Transfer,enhance security control file transfer outside organization
Kiwi SysLog Server,affordable onpremises software manage syslog message snmp trap window event log
Kiwi Cattools,solarwinds kiwi cattools network automation tool designed manage configuration network device router switch firewall help work efficiently scheduling automatic backup activity rolling configuration change multiple device time
Dameware Remote Everywhere,dameware remote everywhere designed user looking cloudbased fast easy remote control tool support various device system window linux macos io android
Stars Model Management,professional call center voice recording uc
StreamNative,streamnative cloudnative messaging eventstreaming enables build realtime application infrastructure realtime historical event founded original developer apache pulsar apache bookkeeper streamnative offer complete selfmanaged continuously streaming across organization power rich customer experience datadriven operation deploy streamnative onpremise incloud powered apache pulsar streamnative make easy build missioncritical messaging streaming application realtime pipeline integrating multiple source single central messaging event streaming company streamnative let focus maximize value realtime rather worrying underlying mechanism messaged various system stored reliably processing
Local Time,local time app created salesforce user enables easily find local time destination country following option local time custom field placed detail page layout list view local time lightning action placed detail page layout
Syn Apps,whether located offpremise revolution allows sender initiate mass notification alert people using live prerecorded scheduled broadcast delivered ip phone mobile device overhead ip analog speaker loud horn digital sign sm geolocation alert via revolution mobile client app ensure mobile recipient receive relevant information based current location
Value Stream Management Platform (VSM),value stream management management technique practice focus increasing flow value customer request customer delivery systematic approach measuring improving flow help organization shorten timetomarket increase throughput improve product quality optimize outcome tasktop aquired planview
Ekahau Pro,ekahau pro used designing analyzing optimizing troubleshooting wifi network professionalgrade feature combined unprecedented ease use ultrafast user interface work macos window support wifi access point thousand antenna latest wifi standard including ax wifi e
Visual SVN Server,visualsvn server freeware apache subversion server package window package designed implemented provide subversion version control first class citizen application active directory environment
Horizon,vmware horizon commercial desktop app virtualization product developed vmware inc microsoft window linux macos operating system
Message and Music On Hold,custom audio file containing message licensed music keep caller engaged also provide information stay line
Monyog,monyog agentless mysql monitoring tool help dba proactively identify issue affecting mysql database performance monyog reduces downtime tightens security provides performance insight optimizes performance mysql powered system
Network Alarm Display System (IMPACT),network impact integrated management advanced communication application
Acrobat Standard,adobe acrobat standard offer basic pdf feature allow view create edit sign convert pdf file
Acrobat Pro,pro version allows create edit sign convert pdf file also includes additional functionality optimize pdfs add bates numbering create technical pdfs autodesk autocad visio add audio object pdf file
Robohelp,robohelp enables easily author immersive help content publish across customer touchpoints
Data Archive,informatica archive used manage large volume archiving structured enterprise application warehouse big environment tiered infrastructure includes following product archive standard edition multicore multios production enterprise informatica archive secure edition multicore multios production license informatica archive validation bundle multicore multios production license
ActiveVOS,process management bpm tool help automate process create process model integrate people process system increase efficiency
App Engine,servicenow app engine development tool creator varying skill level build application servicenow app engine empowers business around enterpriseclass low code application delivery intuitive intelligent experience speed scale
Risk Suite w/ Privacy Management,identify manage privacy risk part holistic risk program across enterprise stay compliant evolving global privacy regulation
Enterprise Security,splunk enterprise security provides simplified threat management facilitates quick threat detection response minimizes risk splunk e help achieve continuous monitoring support security operation center soc implement incident response inform stakeholder risk
Enterprise,search analysis visualization actionable insight
Network Analyzer,network analyzer provides indepth look network traffic source potential security threat allowing system admins quickly gather highlevel information regarding health network well highly granular complete thorough network analysis
Fusion,nagios fusiontm provides organization ability quickly identify solve problem infrastructurewide basis affect critical process operation staff use nagios fusion gain insight health organization entire network centralized view monitoring infrastructure tactical overview screen display status host monitored nagios core nagios xi server deployed throughout organization enabling faster problem detection resolution
XI,nagios xi provides monitoring missioncritical infrastructure component including application operating system network protocol system metric network infrastructure hundred thirdparty addons provide monitoring virtually inhouse external application system nagios xi enables user quickly efficiently update monitoring configuration check status create deliver businesslevel report dashboard
Log Server,powerful enterpriseclass log monitoring management analysis application allows organization quickly easily view query analyze log machinegenerated log log server designed analyze collect store log based custom specification provide user insight network infrastructure one centralized location
Postal ZIP Centroid,zip code population weighted centroid allows researcher analyst estimate center population given geography rather geometric center estimate zip code centroid extracted administrative usps address
Polly for Slack and Teams,polly engagement app purposebuilt slack microsoft team zoom apps polly help internal team size make smarter datadriven decision instantly
Fusion Risk Management,fusion framework system provides integrated model connects operational dot daily operation front line board room
Decisions on Demand,product salesforce addon assignment routing distribution lead account territory assign right owner team record salesforce automatically distribute lead contact opportunity assign account team territory work standard custom object enterpriseclass flexibility scalability
AG Grid Enterprise,ag grid provides feature display proper grid format filtering sorting feature already included many aggrid fullyfeatured highly customizable javascript grid
Presto,presto open source distributed sql query engine designed fast interactive query hdfs others unlike hadoophdfs storage system thus presto complimentary hadoop organization adopting solve broader challenge starburst enterprise fully supported productiontested enterprisegrade distribution open source trino formerly presto sql improves performance security making easy deploy connect manage trino environment starburst enterprise including security enhancement integration connector
BigQuery,bigquery fully managed serverless warehouse enables scalable analysis petabyte service support querying using ansi sql also builtin machine learning capability
Quill,quill intelligent automation allows enterprise organization change internal external reporting using natural language generation
SAP Analytics Cloud,analytics planning within sap technology sap analytics support trusted insight integrated planning process enterprisewide help make decision without doubt
Data Analyst,informatica analyst idq analyst webbased application client analyst use analyze profile score enterprise
Axon,axon popular governance tool facilitates collaborative environment collect different object metadata collection link control access metadata axon governance power first true enterprise governance leveraging full power informatica intelligent drive value democratizing team access integrated highquality consistent trusted protected
Enterprise Information Catalog Production,aipowered catalog provides machinelearning based discovery engine scan catalog asset across enterpriseacross onpremises
Data Validation Option (DVO),validation process verifying accuracy completeness integration operation migration replication use informatica validation option create repeatable test validate powercenter mapping
DQIR Populations Multi-core Multi-OS Production (Data Quality Identify Resolution),country application specific prebuilt rule population subscribed individual country application ofac aml latininternational regional population pack includes group country population specific region indicated population referenced regional population pack subscribed individual country population
IDQ Accelerator for US and Canada Prod,u canado accelerator content bundle address common quality issue country region industry accelerator might contain mapplets rule specification use analyze enhance organization
Unstructured Data Option,informatica unstructured nontransactional format easily conform relational database schema
Data Security Group (DSG),formerly informatica lifecycle management dsg control growth minimizes cost supporting greater application performance ilm also prevents outofcompliance condition reduces legal liability ensuring stored securely retained longer needed
Intelligent Data Management Cloud,informatica idmc powered ai machine learning ml engine claire optimized intelligence automation built modern elastic serverless microservices stack connects consumer source need enables intelligently discover understand within outside enterprise access ingest type wherever whenever want curate prepare selfservice fashion fit use deliver authoritative trusted single view informatica idmc single complete cloudnative management
MDX for PCAE (PowerCenter Exchange),using favorite application like excel sap businessobjects ibm cognos microstrategy user slice dice pivot gain meaningful insight relational multidimensional architecture diskbased inmemory storage architecture navigate drill path write back planning modeling purpose
Advanced Profiling & Discovery Package,profiling service module module integration service manages request run profile generate scorecard create run profile scorecard must associate integration service profiling warehouse profiling service module store profiling metadata profiling warehouse advanced profiling property apply single integration service node must configure parameter node integration service
Additional Non-Production Instance,additional nonproduction tb storage limit instance servicenows center
Additional Production Environment,one additional production tb storage limit instance one nonproduction tb storage limit storage limit instance servicenow center
ServiceNow Managed Services,customer success day architect
Dedicated Server Option,dedicated application server database server host customer production nonproduction instance two servicenow center production nonproduction instance high availability replicated two datacenters
Strategic Portfolio Management (SPM),management group project portfolio management agile capability scalable package grow need change included application project portfolio management demand management agile development scaled agile framework test management release management resource management financial planning investment funding innovation management alignment planner workspace predictive intelligence virtual agent performance analytics product previously known management professional
IT Service Management Professional (ITSM),service management itsm aligns itil standard manage access availability fulfill service request streamline
US Citizen / US Soil Customer Support,u citizen u soil customer support provided u citizen located u u support except extent nonus based andor nonus citizen subject matter expert nonus sme required assist troubleshooting incident case nonus sme managed u support u citizen u soil customer support available instance hosted within servicenows u center subscription includes enterprise support account management package
Snowflake Platform,single global power snowflake uniquely designed connect business globally across type scale many different workload unlock seamless collaboration
Snowflake Platform,single global power snowflake uniquely designed connect business globally across type scale many different workload unlock seamless collaboration
Snowflake Platform,single global power snowflake uniquely designed connect business globally across type scale many different workload unlock seamless collaboration
Premium Plus Maintenance,verint premium plus support provides assigned support account manager oversee verint support need managing sustaining large complex missioncritical software deployment require additional level expertise active level support
Service Assurance,workload service assurance optional feature allows identify critical job ensure processed timely manner milestone
ASG-TMON Multi Products 133024956,annual maintenance asgtmon asgtmon infrastructure monitoring software help user set meet performance goal site
ASG-metaCMDB,asgs cmdb system tie together monitoring disparate underlying system application device map support visualizing interrelationship dynamic dashboard
ASG-metaManager,includes mqenterprise adapter configure gather maintain tmon mq enterprise edition store store provides access tmon mq enterprise edition well usercreated dashboard definition
ASG-NaviGraph,tool correlate information asgtmon product asgtmon zos asgtmon cics one pc based gui
ASG-NaviPlex,window based tool combine information asgtmon product including asgtmon zos asgtmon cics across parallel sysplex one gui application
ASG-Safari,asg safari saasbased window reporting application designed analyst administrator enables user receive notification microsoft application fault kernel fault unresponsive application application problem build secure realtime view use desktop tool via odbc reporting live create co
ASG Multi Family Products 133024956,computer software monitoring troubleshooting distributed network performance measuring application performance across network asg family product maintenance site
SQL Analyzer,sql analyzer menu provides access realtime sql sampling statistic well performance metric content dynamic statement cache also define optional sql analyzer collection control option used manage tmon db sql analyzer recentpast logging environment
Sales Tax Rate Locator,vertex sale tax rate locator desktop software provides u canadian sale use rental tax rate component part level also includes combined rate
Vertex eHub,sto retail lite telecom
Planning Work Status (PWS),planning work status pws subsystem work tirks
Network Monitoring and Analysis (NMA),nma system telcordia product designed provide realtime around clock network surveillance perform endtoend monitoring telecommunication network system receives message network element switch trunk repeater remote terminal etc analyzes determine cause network service outage provide uninterrupted customer service ensure customer satisfaction
Transport Element Activation Manager,transport element management system provides activation provisioning central office network element
SWITCH,switch system operation system inventory assignment administration switching system related central office equipment designed evolution direction supporting digital loop electronics
Facility Assignment and Control System (LFACS),facility administration control system facs mainframe application used provision service order facs main component lfacs contains outside plant inventory includes cable pair soac monitor control service order flow switch contains central office inventory includes office equipment order released consultant service order processor misossopdoe soacs enters assignment phase first system encounter facs term applied network system assigns outside facility cable pair well inside facility central office equipment
Service Order Administration and Control (SOAC),service order administration control
Network and Services Database,network database nsdb serf corporate circuit database provides access corporate authorized system administrator nsdb capable storing special message carrier nondesigned circuit along circuit customer nsdb also responsible redundancy management relational integrity steward owns nsdb interfaced numerous system including wfac nmaf delphi soac nams
Workforce Administration Control (WF A/C),workforce administration control work force administration control coordinate track installation activity entire circuit receipt work request completion request wfac provides mechanized automatic processing human machine task required install repair special message carrier nondesign pot circuit additionally wfac provides ready access detailed circuit record pending work item history circuit activity feature wfac facilitate automatic flowthrough work item receipt completion work request
Workforce Administration Dispatch In (WF A/DI),work force administration dispatch automates service provisioning service assurance work function center associated central office location control activity inside technician wfadi support center two major area service provisioning supporting provisioning process special message carrier nondesigned circuit service assurance supporting maintenance process equipment center responsible may include limited trouble nondesigned special message carrier circuit equipment switching trouble
Workforce Dispatch Administration Dispatch Out (WF A/DO),work force administration dispatch automates work assignment technician work outside central office install maintain telephone automates task loading prioritizing work request estimating time required job scheduling work provides online status tracking work request help track productivity work center management use
Element Communicator (ELCOM),telcordia element communicator elcom link management network element element management system
Customer Network Management System (CNM),service serviceassurancemobileworkforcesystems
Signaling Network Activation Manager (SNAM),signalling network activation manager snam support database signaling network topology information provides centralized administration stp translation store database stp translation enables monitor stp signaling network
Loop Engineering Information System (LEIS),mini computer based information system developed bcr support planning design engineer customer lei closely knit package planning design economic study module work common database eliminate redundancy keep track loop pair cable engineer
Mechanized Recent Change (MARCH),march mechanized recent change application translates line related service order facs switchprovisioning message automatically transmits message targeted switch wire center switch wire center actual machine provide customer dial tone service addition dial tone change made subscriber telephone line thru switch include adding call waiting changing long distance carrier changing office equipment change referred recent change message rcm play critical role providing service residence customer date due service order determine actual order delivered switch service activated order placed pending file march due date march also maintains history file change used restore switch memory necessary access march application secure datakit node node part osn datakit network maintain osn group user must use secure id card along passcode access application
Work Manager Consolidation,work manager consolidation
Addressing,u postal universal u subscription usps reference file monthly
Enterprise Tax Module,enterprise tax module general sale use tax
MailStream Plus,mailstream plus comprehensive mail preparation software pavecertified usps sort mailing list according usps standard
Advanced Function Presentation Data Stream (AFPDS),advanced function presentation stream afpds printerindependent stream composes full page within document
Spectrum Universal Addressing Module (UAM),spectrum universal addressing module powerful enough handle address verification standardization need capable verifying address country realtime situation automatically recognize country even confirm primary house number apartment number address verification software ensures correctly formatted validated handle multinational character apply casing personalize marketing communication
Master Location Data / Address Fabric Bundle (MLD/AF Bundle),united state address fabric highquality current inventory known nationwide address location provided flat file format contains postal nonpostal address record pregeocoded provide highest precision coordinate location address verified validated standardized extensive address hygiene process contain primary street city name record assigned preciselyid unique persistent identifier represented product pbkey address fabric used location spatial analytics mapping display address database management service area asset management delineation prospect analysis direct mailing preciselyid used management maintenance address record association packaged change log also used associate preciselys prebuilt geoenrichment datasets preprocessed preciselyid property attribute demographic insurance risk attribution
Global Geocoding SDK,global geocoding sdk provides apis spark integration well hive userdefined function following geocoding operation geocode accepts address input return standardized u international address additional attribution including location coordinate address reverse geocode accepts location coordinate coordinate system input return standardized address additional attribution location geocode key accepts key preciselyid input return standardized address additional attribution associated key
Master Location Data (MLD) - US for Global Geocoding SDK,preciselys master location mld address point geocoding dataset nearcomplete address list united state paired best available accurate location coordinate every address
Vlocity Communications Base,vlocity communication base includes billing inquiry mgt configure price quote communication enterprise product catalog premier support communication digital sale communication digital service communication promotion discount digital promotion discount communication order management bc standard
Vlocity Visible Care Agent Licenses,vlocity visible care agent license includes vlocity premier support billing inquiry communication base communication promotion discount configure price quote
Sensor Intelligence,sensor intelligence
Alternative Linkage,alternative linkage
Hotlist,hotlist db track u change eight dynamic contact information category mailer learn recent change proven key direct marketing success
Starburst Enterprise,starburst enterprise fully supported productiontested enterprisegrade distribution open source trino formerly presto sql improves performance security making easy deploy connect manage trino environment starburst enterprise including security enhancement integration connector
MapInfo Professional,mapinfo pro desktop geographic information system software product produced precisely used mapping location analysis mapinfo pro allows user visualize analyze edit interpret understand output reveal relationship pattern trend
Network Support,precisely hh network support network operation process support implementation
Lucidspark,lucidspark cloudbased virtual whiteboard team work together creatively realtime
Nuance Speech Recognition,speech recognition license nuance avaya aura
Ellipse,ellipse software enables plan dimension optimize wireless wired backhaul network includes support design latest g xhaul technology relying pointtopoint andor pointtomultipoint wireless transmission incorporates latest itu gpp specification accurate efficient transport network design optimization ellipse help ensure backhaul capacity availability support network
Rapid Recovery,fast backup instant recovery demanding rtos rpos rapid recovery back quickly recover anything system apps anywhere whether physical virtual recovery software allows run without restore zero impact user outage loss never happened connect simply easily protect growing virtual environment automatically
Office 365,microsoft product family productivity software collaboration cloudbased owned microsoft
Office Standard,microsoft office standard designed user require core desktop productivity tool integrating productivity innovation throughout program transform traditional office suite smarter overall work experience simplifying productivity enabling collaboration everyone extending office beyond desktop office standard streamlines process make easier everyone create share important information
Project,microsoft project project management software product developed sold microsoft designed assist project manager developing schedule assigning resource task tracking progress managing budget analyzing workload
Sharepoint Server,sharepoint webbased collaborative integrates natively microsoft office launched sharepoint primarily sold document management storage system product highly configurable usage varies substantially among organization
Software Assurance,microsoft software assurance microsoft maintenance program aimed user use microsoft window microsoft office server desktop application
Test Tenant,microsoft free test tenant help simulate small corporate environment test script install apps explore new configuration
Visio,create professional diagram easily readymade template shape build validate diagram support industry standard including bpmn uml use finger pen draw take note naturally touchenabled device visio software come standard pro
Cisco Identity Services Engine (ISE),know control device user network leverage intel across stack enforce policy manage endpoint deliver trusted access multicloud nac zero trust make possible
Cisco Identity Services Engine (ISE),know control device user network leverage intel across stack enforce policy manage endpoint deliver trusted access multicloud nac zero trust make possible
Cisco Identity Services Engine (ISE),know control device user network leverage intel across stack enforce policy manage endpoint deliver trusted access multicloud nac zero trust make possible
SevOne Managed Services,network performance management tam sevone acquired turbonomic part turbonomic sevone product line acquired ibm made available ibm ibm sevone network performance management npm
MasterCare Support,netscout mastercare includes technical assistance access netscout software firmware update priority repair netscout hardware mastercare youll minimize downtime total coverage equipment global x technical assistance complete access valuable knowledge base online training module addition youll receive software firmware update charge long mastercare contract force
Voice Managed Services (Jetblue COSP),avaya managed voice manages operation communication infrastructure apps keeping peak performance availability
Aura Platform,avaya aura delivers different approach engaged communication transforming traditional singlepurpose solution voice video email instant messaging true multimedia multimodal architecture
IR Managed Services (Nuclear Regulatory Commission),ir avaya devconnect technology partner provides tool proactively monitor multivendor voice unified communication platform prognosis unified communication delivers realtime management single pane glass enabling enterprise service provider monitor measure alert report service level delivery prognosis support personnel unified view across entire sip infrastructure including disparate system providing insight capability needed quickly identify resolve issue impact business customer
IR Managed Services (Nuclear Regulatory Commission),ir avaya devconnect technology partner provides tool proactively monitor multivendor voice unified communication platform prognosis unified communication delivers realtime management single pane glass enabling enterprise service provider monitor measure alert report service level delivery prognosis support personnel unified view across entire sip infrastructure including disparate system providing insight capability needed quickly identify resolve issue impact business customer
Thruput Manager,bmc compuware thruput manager automatically intelligently optimizes batch processing balancing workload improving batch throughput bmc compuware thruput manager delivers significant saving software license fee monthly licensing cost mlc may allow defer expensive hardware upgrade
Thruput Manager,bmc compuware thruput manager automatically intelligently optimizes batch processing balancing workload improving batch throughput bmc compuware thruput manager delivers significant saving software license fee monthly licensing cost mlc may allow defer expensive hardware upgrade
HostExplorer,opentext hostexplorer window terminal emulator ibm ibm vt terminal session offer cost effective secure access mainframe application user launch terminal session easy use web interface use window application hostexplorer easily migrates capability terminal emulation software
Conversational IVR,nuance conversational ivr resolve inbound telephone query natural humanlike interaction encourage selfservice increase customer satisfaction
Amdocs Managed Services,vran g network give mobile network operator mnos costeffective network buildout performance scalability support small cell macro cell deployment vran disaggregates functionality ran connects software element using open interface disaggregation vran provides wealth network optimization help mnos maintain service level g network
CS Find and Fix,contentsquare find fix optimizes operational efficiency averting dramatic revenue loss providing unprecedented endto end deliver seamless digital experience let enable technical team spot issue speed problem impacting customer experience
Data Movement Support / Services,ela premium maintenace premium success subscription professional fixed fee consulting
Data Movement Support / Services,ela premium maintenace premium success subscription professional fixed fee consulting
Data Movement Support / Services,ela premium maintenace premium success subscription professional fixed fee consulting
Data Privacy Management,informatica privacy management help discover classify analyze protect monitor personal sensitive across organization
Data Privacy Management,informatica privacy management help discover classify analyze protect monitor personal sensitive across organization
Data Privacy Management,informatica privacy management help discover classify analyze protect monitor personal sensitive across organization
Data Privacy Management,informatica privacy management help discover classify analyze protect monitor personal sensitive across organization
Cloud Data Synchronization Service,integration base provides bidirectional integration capability across onpremise system informatica synchronization service
Enterprise Data Catalog (EDC) Advanced Scanner,informatica enterprise catalog advanced scanner allow extract metadata derive detailed lineage many source including complex systemssuch legacy mainframe system sql dialect various enterprise applicationsacross multicloud environment
Enterprise Data Catalog (EDC) Advanced Scanner,informatica enterprise catalog advanced scanner allow extract metadata derive detailed lineage many source including complex systemssuch legacy mainframe system sql dialect various enterprise applicationsacross multicloud environment
Additional TB for Archive,additional tb archive per base transaction
Google Premium Support + TAM,google premium support includes dedicated technical account manager
Unified Communications,collaboration tool including ip telephony voice calling web video conferencing webex voice mail mobility desktop sharing instant messaging jabber presence unified communication uc solution deliver integration tool seamless user experience help people work together effectively anywhere device bring realtime communication phone system conferencing solution together messaging chat integrate everyday application using apis
Consent,transcend cloudbased privacy compliance management help organization streamline access erasure request consent change across every system automates identity verification store personal creates downloadable link endusers
Google DataFlow,google dataflow cloudbased processing service batch realtime streaming application enables developer set processing pipeline integrating preparing analyzing large set found web analytics big analytics application
Test Impact Analytics,sealights test impact analytics empowers dev qa team significantly reduce endtoend testing cycle time cost maintaining highest level quality
Ekahau Connect,ekahau connect enables team design optimize troubleshoot wifi network faster easier ever
Intro.js,introjs lightweight javascript library creating stepbystep powerful customer onboarding tour
Nuance Managed Services,ca sow center medicare medicaid cm routed approval simultaneously approval associated funding
HOSTED SOLUTION FOR SMS TEXTING,hosted sm texting
Essential Enterprise Edition,marklogic server enterprise edition enterpriseclass database contentbase provides set used build content search application query manipulate render xml content
Essential Enterprise Edition,marklogic server enterprise edition enterpriseclass database contentbase provides set used build content search application query manipulate render xml content
LiveEarth Platform,live earth leverage ai technology industry diversified realworld dataset give realtime insight unprecedented control organization powering enterprise insight captured live stream predictive analytics realtime alert forecast accurately pinpoint root cause faster reduce exposure risk
Data Catalog,alations enterprise catalog dramatically improves productivity analyst user increase accuracy analytics drive confident datadriven decision making empowering everyone organization find understand govern
Data Catalog,alations enterprise catalog dramatically improves productivity analyst user increase accuracy analytics drive confident datadriven decision making empowering everyone organization find understand govern
Cloud Platform Enterprise Agreement,enterprise agreement cpea create one rich simple customer experience finding trying buying consuming sap partner netnew installed base customersit allows customer integrate extend innovate application technical functionality offered flexible way need license sap service individually anymore used demand arises retired needed anymore charge incur actual usage charged monthly prior purchased credit
Innovative Business Solutions (IBSO),collaborating client endtoend innovation process discover design develop run tailored solution premise hybrid scenario address specific missioncritical need formerly known sap custom development sap innovative solution offer client direct global access development professional rd expert date delivered individualized solution client
xECM (Extended Content Management),opentext extended ecm sap solution comprehensive digital content management seamlessly integrates sap application support information management sap entire enterprise
Change Impact Analysis,know highrisk software change addressed first sap change impact analysis application tricentis prioritize test help ensure coverage create execution list automatically power innovation deployment automated aibased analysis software change impact integration sap fiori apps abap languagebased solution webbased interface dashboard reporting support regression testing
Digital Boardroom,sap digital boardroom tell story behind transforming board meeting immersive customized experience realtime access deployment seamless integration across source simulate outcome interactive touchscreen leverage prebuilt lineofbusiness template used conjunction analytics
Dash Enterprise,dash enterprise enables rapid development productiongrade apps within python taken world dash enterprise leading vehicle delivering python analytics user
Countly,countly product analytics help team track analyze act user action behaviour mobile web desktop application
Power Agents,sightline collection power agent collect realtime performance userdefined event delivers sightline edm sightline collect report performance key component operating system cpu memory disk network file system hundred metric including process information
Mixpanel Enterprise,mixpanel analytics tool enables capture user interact digital product mixpanel let analyze simple interactive report let query visualize click
Bit Error Rate Test (BERT),bit error rate test bert typically requires test pattern generator receiver set pattern used pair one either end link singularly one end loopback remote end
Auto Certification Platform (ACP),designdevelopmenttesting gcf dekra catm throughput tc acp designdevelopmenttesting acp towards byod gpp r testing plan
Aspen Mesh Packet Inspector (Pcapper),aspen mesh packet inspector pcapper capture http traffic flowing service mesh internally converted plaintext mtls generates plaintext representation traffic forward packet broker traffic encrypted pcapper packet broker via outer tl wrapper using key cert identify end
Aspen Mesh Packet Inspector (Pcapper),aspen mesh packet inspector pcapper capture http traffic flowing service mesh internally converted plaintext mtls generates plaintext representation traffic forward packet broker traffic encrypted pcapper packet broker via outer tl wrapper using key cert identify end
Wind,wind console let schedule manage testing conduct autonomous probebased testing perform remote scripting speedtest voice call
Couchbase Server,couchbase server originally known membase opensource distributed multimodel nosql documentoriented database software package optimized interactive application application may serve many concurrent user creating storing retrieving aggregating manipulating presenting
Couchbase Server,couchbase server originally known membase opensource distributed multimodel nosql documentoriented database software package optimized interactive application application may serve many concurrent user creating storing retrieving aggregating manipulating presenting
Couchbase Server,couchbase server originally known membase opensource distributed multimodel nosql documentoriented database software package optimized interactive application application may serve many concurrent user creating storing retrieving aggregating manipulating presenting
Navicat for PostgreSQL,navicat postgresql easytouse graphical tool postgresql database development writing simple sql query developing complex database navicat postgresql designed accommodate wide range user postgresql beginner seasoned developer connect localremote postgresql server compatible database like amazon redshift amazon aurora amazon rds google microsoft azure postgresql database object
Firebird,firebird relational database offering many ansi sql standard feature run linux window variety unix platform firebird offer excellent concurrency high performance powerful language support stored procedure trigger used production system variety name since
CouchDB,apache couchdb opensource documentoriented nosql database implemented erlang couchdb us multiple format protocol store transfer process us json store javascript query language using mapreduce http api
Riak KV,riak kv distributed nosql keyvalue database advanced local multicluster replication guarantee read writes even event hardware failure network partition
LevelDB,leveldb opensource ondisk keyvalue store hosted github new bsd license ported variety unixbased system macos window android
Aerospike Community,aerospike database flash memory inmemory open source distributed key value nosql database management system marketed company also named aerospike
etcd,etcd strongly consistent distributed keyvalue store provides reliable way store need accessed distributed system cluster machine handle leader election network partition tolerate machine failure even leader node
ColdFusion,adobe coldfusion offer rapidly build test deploy web application moderate traffic single server
ELATION,fullyintegrated billing operation software system comprehensive suite tool sale csrs technician management team
Voice,twilio programmable voice api give developer programmatic control call apis built wide variety us basic phone phone calling app phone calling interactive voice response ivr conference calling sip interfacing call recording transcription call tracking
Voice,twilio programmable voice api give developer programmatic control call apis built wide variety us basic phone phone calling app phone calling interactive voice response ivr conference calling sip interfacing call recording transcription call tracking
X-Ways Forensics,integrated computer forensics software xways forensics advanced work environment computer forensic examiner flagship product run window xpvista bit bit standardpefe
Anaconda Business Strategic,anaconda distribution python r programming language scientific computing aim simplify package management deployment distribution includes datascience package suitable window linux macos
Edge and Stream,cribl stream vendoragnostic observability pipeline give flexibility collect reduce enrich normalize route source destination within existing infrastructure youll finally achieve full control stream empowering choose treat best support goal cribl edge provides flexibility control administrator love stream running edge combined automatic log discovery metric production cribl edge empowers developer operation team discover relevant telemetry hidden unknown legacy application limited tooling
