Product Name,Cleaned Description
IR Managed Services (Nuclear Regulatory Commission),ir avaya devconnect technology partner provides tool proactively monitor multivendor voice unified communications platforms prognosis unified communications solution delivers realtime management single pane glass enabling enterprises service providers monitor measure alert report service level delivery prognosis support personnel unified view across entire sip infrastructure including disparate systems providing insight capabilities needed quickly identify resolve issues impact businesses customers
Thruput Manager,bmc compuware thruput manager automatically intelligently optimizes batch processing balancing workload improving batch throughput bmc compuware thruput manager delivers significant savings software license fees monthly licensing costs mlc may allow defer expensive hardware upgrades
Thruput Manager,bmc compuware thruput manager automatically intelligently optimizes batch processing balancing workload improving batch throughput bmc compuware thruput manager delivers significant savings software license fees monthly licensing costs mlc may allow defer expensive hardware upgrades
HostExplorer,opentext hostexplorer windows terminal emulator ibm ibm vt terminal sessions offers cost effective secure access mainframe applications users launch terminal sessions easy use web interface use windows application hostexplorer easily migrates capabilities terminal emulation software
Conversational IVR,nuance conversational ivr resolves inbound telephone queries natural humanlike interactions encourage selfservice increase customer satisfaction
Amdocs Managed Services,vran g networks gives mobile network operators mnos costeffective solution network buildout performance scalability support small cell macro cell deployments vran disaggregates functionality ran connects software elements using open interfaces disaggregation vran provides wealth data network optimization help mnos maintain service levels g networks
CS Find and Fix,contentsquare find fix optimizes operational efficiency averting dramatic revenue loss providing unprecedented endto end solution deliver seamless digital experiences let enable business technical teams spot issues speed problems impacting customer experience
Data Movement Support / Services,ela premium maintenace premium success subscription professional services fixed fee consulting
Data Movement Support / Services,ela premium maintenace premium success subscription professional services fixed fee consulting
Data Movement Support / Services,ela premium maintenace premium success subscription professional services fixed fee consulting
Data Privacy Management,informatica data privacy management helps discover classify analyze protect monitor personal sensitive data across organization
Data Privacy Management,informatica data privacy management helps discover classify analyze protect monitor personal sensitive data across organization
Data Privacy Management,informatica data privacy management helps discover classify analyze protect monitor personal sensitive data across organization
Data Privacy Management,informatica data privacy management helps discover classify analyze protect monitor personal sensitive data across organization
Cloud Data Synchronization Service,integration base provides bidirectional data integration capabilities across onpremise cloud systems informatica cloud data synchronization service
Enterprise Data Catalog (EDC) Advanced Scanner,informatica enterprise data catalog advanced scanners allow extract metadata derive detailed data lineage many data sources including complex systemssuch legacy mainframe systems sql dialects various enterprise applicationsacross multicloud environments
Enterprise Data Catalog (EDC) Advanced Scanner,informatica enterprise data catalog advanced scanners allow extract metadata derive detailed data lineage many data sources including complex systemssuch legacy mainframe systems sql dialects various enterprise applicationsacross multicloud environments
Additional TB for Archive,additional tb archive per base transaction
Google Premium Support + TAM,google premium support includes dedicated technical account manager
Unified Communications,collaboration tools including ip telephony voice calling web video conferencing webex voice mail mobility desktop sharing instant messaging jabber presence unified communications uc solutions deliver integration tools seamless user experiences help people work together effectively anywhere device bring realtime communication phone system conferencing solutions together messaging chat integrate everyday business applications using apis
Consent,transcend cloudbased data privacy compliance management solution helps organizations streamline access erasure requests consent changes across every data system platform automates identity verification stores personal data creates downloadable links endusers
Google DataFlow,google cloud dataflow cloudbased data processing service batch realtime data streaming applications enables developers set processing pipelines integrating preparing analyzing large data sets found web analytics big data analytics applications
Test Impact Analytics,sealights test impact analytics empowers dev qa teams significantly reduce endtoend testing cycle time costs maintaining highest level quality
Ekahau Connect,ekahau connect enables team design optimize troubleshoot wifi network faster easier ever
Intro.js,introjs lightweight javascript library creating stepbystep powerful customer onboarding tours
Nuance Managed Services,cas sow centers medicare medicaid services cms routed approval simultaneously approvals associated funding
HOSTED SOLUTION FOR SMS TEXTING,hosted solution sms texting
Essential Enterprise Edition,marklogic server enterprise edition enterpriseclass database contentbase provides set services used build content search applications query manipulate render xml content
Essential Enterprise Edition,marklogic server enterprise edition enterpriseclass database contentbase provides set services used build content search applications query manipulate render xml content
LiveEarth Platform,live earth leverages ai technology industrys diversified realworld dataset give realtime data insights unprecedented control organization powering enterprises insights captured live data streams predictive analytics realtime alerts forecast accurately pinpoint root cause faster reduce exposure risk
Data Catalog,alations enterprise data catalog dramatically improves productivity analysts business users increases accuracy analytics drives confident datadriven decision making empowering everyone organization find understand govern data
Data Catalog,alations enterprise data catalog dramatically improves productivity analysts business users increases accuracy analytics drives confident datadriven decision making empowering everyone organization find understand govern data
Cloud Platform Enterprise Agreement,cloud platform enterprise agreement cpea create one rich simple customer experience finding trying buying consuming cloud services sap partners netnew installed base customersit allows customers integrate extend innovate applications business technical functionality offered cloud services flexible way need license sap cloud platform service individually anymore cloud services used demand arises retired needed anymore charges incur actual usage charged monthly prior purchased cloud credit
Innovative Business Solutions (IBSO),collaborating clients endtoend innovation process discover design develop run tailored solutions cloud premise hybrid scenarios address specific missioncritical business needs formerly known sap custom development sap innovative business solutions offers clients direct global access development professionals rd services experts date delivered individualized solutions clients
xECM (Extended Content Management),opentext extended ecm sap solutions comprehensive digital content management platform seamlessly integrates sap business application supports information management sap entire enterprise
Change Impact Analysis,know highrisk software changes addressed first sap change impact analysis application tricentis prioritize tests help ensure coverage create execution lists automatically power innovation cloud deployment automated aibased analysis software change impacts integration sap fiori apps abap languagebased solutions webbased interface dashboard reporting support regression testing
Digital Boardroom,sap digital boardroom tells story behind data transforming board meetings immersive customized experiences realtime data access cloud deployment seamless integration data across sources simulate outcomes interactive touchscreen leverage prebuilt lineofbusiness templates used conjunction analytics cloud
Dash Enterprise,dash enterprise enables rapid development productiongrade data apps within business python taken world dash enterprise leading vehicle delivering python analytics business users
Countly,countly product analytics platform helps teams track analyze act user actions behaviour mobile web desktop applications
Power Agents,sightline data collection power agents collect realtime performance userdefined event data delivers sightline edm sightline collects reports performance data key components operating systems cpu memory disk network file systems hundreds metrics including process information
Mixpanel Enterprise,mixpanel analytics tool enables capture data users interact digital product mixpanel lets analyze data simple interactive reports let query visualize data clicks
Bit Error Rate Test (BERT),bit error rate test bert typically requires test pattern generator receiver set pattern used pairs one either end link singularly one end loopback remote end
Auto Certification Platform (ACP),designdevelopmenttesting gcf dekra catm data throughput tcs acp designdevelopmenttesting acp towards byod gpp r testing plan
Aspen Mesh Packet Inspector (Pcapper),aspen mesh packet inspector pcapper captures http traffic flowing service mesh internally converted plaintext mtls generates plaintext representation traffic forwards packet broker traffic encrypted pcapper packet broker via outer tls wrapper using keys certs identify ends
Aspen Mesh Packet Inspector (Pcapper),aspen mesh packet inspector pcapper captures http traffic flowing service mesh internally converted plaintext mtls generates plaintext representation traffic forwards packet broker traffic encrypted pcapper packet broker via outer tls wrapper using keys certs identify ends
Wind,wind console lets schedule manage testing conduct autonomous probebased testing perform remote scripting speedtest voice calls
Couchbase Server,couchbase server originally known membase opensource distributed multimodel nosql documentoriented database software package optimized interactive applications applications may serve many concurrent users creating storing retrieving aggregating manipulating presenting data
Couchbase Server,couchbase server originally known membase opensource distributed multimodel nosql documentoriented database software package optimized interactive applications applications may serve many concurrent users creating storing retrieving aggregating manipulating presenting data
Couchbase Server,couchbase server originally known membase opensource distributed multimodel nosql documentoriented database software package optimized interactive applications applications may serve many concurrent users creating storing retrieving aggregating manipulating presenting data
Navicat for PostgreSQL,navicat postgresql easytouse graphical tool postgresql database development writing simple sql queries developing complex databases navicat postgresql designed accommodate wide range users postgresql beginners seasoned developers connect localremote postgresql servers compatible cloud databases like amazon redshift amazon aurora amazon rds google cloud microsoft azure postgresql database objects
Firebird,firebird relational database offering many ansi sql standard features runs linux windows variety unix platforms firebird offers excellent concurrency high performance powerful language support stored procedures triggers used production systems variety names since
CouchDB,apache couchdb opensource documentoriented nosql database implemented erlang couchdb uses multiple formats protocols store transfer process data uses json store data javascript query language using mapreduce http api
Riak KV,riak kv distributed nosql keyvalue database advanced local multicluster replication guarantees reads writes even event hardware failures network partitions
LevelDB,leveldb opensource ondisk keyvalue store hosted github new bsd license ported variety unixbased systems macos windows android
Aerospike Community,aerospike database flash memory inmemory open source distributed key value nosql database management system marketed company also named aerospike
etcd,etcd strongly consistent distributed keyvalue store provides reliable way store data needs accessed distributed system cluster machines handles leader elections network partitions tolerate machine failure even leader node
ColdFusion,adobe coldfusion offers platform rapidly build test deploy web applications moderate traffic single server
ELATION,fullyintegrated billing operations software system comprehensive suite tools sales csrs technicians management teams
Voice,twilio programmable voice api gives developers programmatic control calls apis built wide variety uses basic phone phone calling app phone calling interactive voice response ivr conference calling sip interfacing call recording transcription call tracking
Voice,twilio programmable voice api gives developers programmatic control calls apis built wide variety uses basic phone phone calling app phone calling interactive voice response ivr conference calling sip interfacing call recording transcription call tracking
X-Ways Forensics,integrated computer forensics software xways forensics advanced work environment computer forensic examiners flagship product runs windows xpvista bit bit standardpefe
Anaconda Business Strategic,anaconda distribution python r programming languages scientific computing aims simplify package management deployment distribution includes datascience packages suitable windows linux macos
Edge and Stream,cribl stream vendoragnostic observability pipeline gives flexibility collect reduce enrich normalize route data source destination within existing data infrastructure youll finally achieve full control data stream empowering choose treat data best support business goals cribl edge provides flexibility control administrators love stream running edge combined automatic log discovery metrics production cribl edge empowers developers operations teams discover relevant telemetry hidden unknown legacy applications limited tooling
Edge and Stream,cribl stream vendoragnostic observability pipeline gives flexibility collect reduce enrich normalize route data source destination within existing data infrastructure youll finally achieve full control data stream empowering choose treat data best support business goals cribl edge provides flexibility control administrators love stream running edge combined automatic log discovery metrics production cribl edge empowers developers operations teams discover relevant telemetry hidden unknown legacy applications limited tooling
Cisco Modeling Labs (CML),cisco modeling labs onpremises network simulation tool runs workstations servers design build visualize launch virtual network simulations quickly efficiently cisco modeling labs model network behavior validate network changes troubleshoot issues cisco modeling labs acts test bed applications work network simple pointandclick interface design import network topology turn virtual network minutes
Cisco Modeling Labs (CML),cisco modeling labs onpremises network simulation tool runs workstations servers design build visualize launch virtual network simulations quickly efficiently cisco modeling labs model network behavior validate network changes troubleshoot issues cisco modeling labs acts test bed applications work network simple pointandclick interface design import network topology turn virtual network minutes
Extreme Cloud IQ Pilot (XIQ),extremecloud iq helps organizations automate endtoend edgetodc network operations unlock new analytics scale faster secure optimize end user application experience
Extreme Cloud IQ Pilot (XIQ),extremecloud iq helps organizations automate endtoend edgetodc network operations unlock new analytics scale faster secure optimize end user application experience
ICP4S,ibm cloud pak security open security platform connects existing data sources generate deeper insights enables act faster automation whether data resides ibm thirdparty tools onpremises multiple cloud environments platform helps find respond threats risks leaving data uncover hidden threats make informed riskbased decisions respond incidents faster
ICP4B,ibm cloud pak business automation virtual processor core annual sw subscription support renewal months
ICP4I,ibm cloud pak integration virtual processor core
Druid,druid high performance realtime analytics database delivers subsecond queries streaming batch data scale load open source
Data Governance Support / Services,ela premium maintenace premium success subscription professional services fixed fee consulting
TrackMe,trackme splunk provides visibility operational excellence monitor scale splunk data sources availability quality many
digital Device Lifecycle Management (dDLM),mce provides digitalfirst omnichannel device lifecycle solutions services mobile operators electronics retailers insurers pls oems customers journey onboarding support repair tradein fraught challenges due remote intelligence disconnection lack history awareness leads friction customers operators mces ddlm platform solves problems delighting finance colleagues fast paybacks customers seamless journeys
SecureCRT,securecrt client windows mac linux provides rocksolid terminal emulation computing professionals raising productivity advanced session management host ways save time streamline repetitive tasks securecrt provides secure remote access file transfer data tunneling everyone organization
Microsoft Access LTSC,access lets build share database seconds supply information access rest making easy create structure data reports queries put data format want applications consistently look great
VisualCron,visualcron combines many features one product scheduling set jobs run specific time event help triggers tasks job automate scripts eliminate human errors various tasks integrate different systems file transfer encryption compression transformation
Kubecost,solution monitoring managing optimizing kubernetes spend scale
Copado Platform,copado provides complete devops process planning development testing deployment within single platform feature streamlines entire development process enabling deliver highquality applications faster devops platform salesforce
Annual Maintenance Renewal,annual maintenance renewal kiwi syslog server single install solarwinds ip address manager ipxunlimited ips solarwinds network performance monitor slx unlimited elementsstandard polling throughput solarwinds database performance analyzer virtualized environments sql server mysql oracle se postgresql instance licenses solarwinds servu managed file transfer server per seat license server solarwinds network topology mappersolarwinds additional polling engine solarwinds unlimited licenses standard polling throughput solarwinds high availability annual solarwinds server application monitor alx unlimited monitorsstandard polling throughput
AIOPS,industry domainspecific large language models llms aiseras ai copilot understands correlates human machinegenerated data predict autoremediate major incidents performance issues outages across applications services infrastructure occur aisera helps organizations minimize revenue leakage increase uptime lower operational overhead improving brand reputation
Aruba Central License Subscriptions,part shift edgetocloud platformasaservice organization aruba introduced aruba central foundation advanced licenses aruba central licenses uniform software subscription licensing model extended products aruba centralmanaged portfolio access points aps foundationthis license provides features included legacy device management tokens additional features available valueadded services aps switches earlier licensing model advancedthis license provides features included foundation license additional features related ai insights wlan services reseller klr technology llc
A4O-License-AOV-BASE LICENSE-NU-GLOB-PERP,insightsoftware licenses noetix noetix program used staff faculty reporting oracle
DevExtreme,devextreme component suite creating highly responsive web applications touch devices traditional desktops suite includes ui components ready use jquery angular angularjs knockout aspnet mvc aspnet core data grid interactive charts data editors navigation multipurpose widgets designed look behave harmoniously browser
Data Integration,experience industrys free aipowered solution easily load transform integrate data bring data life informatica proven leader data integration software make better decisions cloud data integrationfree
Citrix ADC VPX Advanced Edition,citrix adc vpx formerly citrix netscaler adc vpx provides complete web application load balancing secure remote access acceleration security offload feature set simple easytoinstall virtual appliance
HCL Technologies Managed Services - Imaging,laptop imaging
Fusion Pro,fusion pro simply powerful desktop hypervisor modern technology professional looking use local remote virtual machines containers kubernetes clusters designed power users developers admins key features worldclass desktop hypervisor run virtual machines containers kubernetes clusters intel apple silicon macs ready macos ventura intel apple silicon macs supports windows intel apple silicon connect vsphere esxi hosts remote workloads
Affordable Connectivity Program (ACP) Platform,software validate eligibility enrollment affordable connectivity program
F-Response,fresponse software platform allows incident response analysts perform remote acquisition evidence network one advantage utilizing fresponse require direct access via ssh rds remote system fresponse easy use vendor neutral patented software utility gives ability access collect physical disks logical volumes physical memory ram cloud servers network shares network attached storage cloud storage analysis software reads harddrive network share work fresponse
Oracle Communications Converged Application Server,oracle communications converged application server carrierclass java ee application server supports sip number operational enhancements allow meet demanding requirements nextgeneration internet protocolbased communications networks converged application server implementation based oracles widely deployed timetested java eecompliant weblogic server product
Canva,create collaborate publish print design anything thousands free templates photos fonts bring ideas life canvas draganddrop editor share designs easily simple click
Statistical Software,regardless statistical background minitab empowers parts organization predict better outcomes design better products improve processes generate higher revenues reduce costs minitab offers unique integrated approach providing software services drive business excellence anywhere cloud key statistical tests include tests one two proportions normality test chisquare equivalence tests
HCBIT,hamilton captel business interconnected tenacity available individuals working cisco voip environment experience hearing loss difficulty hearing phone implemented system connect cisco phones network captioning service site recognized system employees need captioning service gain access using cisco phone
CDR Reporting  and Analytics,commercial app gives team greatly increased visibility monitoring reporting functionality around cisco unified communications aka cucm callmanager whether youre small organization hundred phones one largest companies world builded sideview llc cdr call detail records
Cloud Integration,tibco cloud integration enterprise integration platformasaservice ipaas accelerates integration process using integration style provides selfservice integration capabilities empowers anyone quickly easily connect information assets matter
Blancco Disk Wipe,ensure sensitive data regardless underlying technology permanently sanitized servers laptops chromebooks desktops drives certified data erasure software solution market
LogRocket Enterprise,logrocket combines session replay product analytics error tracking empowering software teams create ideal product experience using logrocket software teams fix userreported issues faster denoise error alerts see behind product analytics graphs funnels
Content Management,content management system software application allows create deliver digital content cms lets easily edit digital experiences publish experiences web digital channels
TruExperience,delivered saas truexperience securely gathers intelligence data application voice performance multiple perspectives across service delivery infrastructure intelligence used continuously assesses availability health precise experience end users generate automations remediate issues gulf coast devops inc gcdo announces name change truiem inc
Komprise,komprise analyzes data across storage providing visibility hot versus cold data data growth patterns transparently moving infrequently accessed data costefficient hpe storage komprises software different solutions uses storage agents static stubs stays outside hot data path creates lockin scaling limits
Control Center,smartsheet control center manage entire lifecycle portfolio projects processes part
Streams,ibm streams software platform enables development execution applications process information data streams ibm streams enables continuous fast analysis massive volumes moving data help improve speed business insight decision making
Fabric Interconnects,cisco ucs fabric interconnects fabric extenders part unified fabric solution data center networks nextgeneration data center platform unites computing networking storage access virtualization resources cohesive system designed reduce total cost ownership tco increase business agility system integrates lowlatency lossless gigabit ethernet unified network fabric enterpriseclass xarchitecture servers system integrated scalable multichassis platform resources participate unified management domain
HPE Integrated Lights-Out (iLO) Advance,integrated lightsout ilo proprietary management technology built hpe products allows remote control access proliant servers even without connected organizations main network origin lights designation
Integrated Services Routers (ISR),isrs provide robust set features enable cloud computing mobile connectivity multimedia performance secure networking also provide powerful multimedia networking making aboveaverage secure teleconferences possible facilitate device virtualization failover making attractive platforms disaster recovery business continuity planning
Workspace,workato workspace annually collaboration space allows multiple users build share test run recipes workato recipes sets instructions automate complex workflows every recipe rest endpoint called recipes apps unlimited applications connect unlimited connections applications unlimited users standard roles admin analyst operator workbot slack teams fb workplace robust security compliance includes saml based sso encryption rest motion soc type gdpr compliant
Copilot,github copilot turns natural language prompts coding suggestions across dozens languages github copilot aipowered coding assistant helps developers write code faster github copilot available organization accounts github copilot business
Downdetector,downdetector powered unbiased transparent user reports problem indicators around web downdetector helps people world understand disruptions vital services internet social media web hosting platforms banks games entertainment insight services platforms power connectivity downdetector empowers consumers informs enterprises customers experiencing issues downdetector part ookla trusted global leader connectivity intelligence network insights measuring network performance speedtest identifying problems downdetector ookla empowers consumers across globe understand optimize internet experience
Arria NLG,arria nlg form artificial intelligence ai transforms structured data natural language
GoJS,gojs javascript library lets easily create interactive diagrams modern web browsers
Startup Relationship Management Platform (SRM),switchpitch cloudbased marketplace helps businesses connect startups innovators accelerate innovation drive growth teams top fortune companies use proprietary startup database scout startups pipeline relationships engage pilot projects get deals done
Articulate 360 Teams,articulate holistic suite interconnected apps elearning needs articulate teams includes exclusive product features thatll make easy team collaborate storyline rise projects build shared collection templates slides scenes storyline anyone team access right within app rise create edit courses time also share custom block templates built learning blocks
Call and IVR Testing Suites (Klearcom),klearcom saas offering generates synthetic tests external facing numbers well analyzes ivr call paths validating performance known baseline klearcom tests transcribes calls comparing test results baseline transcription also performs call quality scoring evaluated compared klearcom additional competitors voicewatch spearline klearcom came obvious leader
CHARON-PAR/PA9,charonpar hardware virtualization layer running linux industrystandard servers emulates range historic parisc hardware systems allows existing users systems move modern intelbased server hardware accomplished industrystandard intel x servers running one two supported linux distributions red hat x centos x vmware running one two supported linux distributions guest operating system charonpar solution securely transfer parisc systems stateoftheart environment stromasys solution enables thirdparty applications userdeveloped software run without modification hp recognizes charonpar software valid platform run mpe hpux charonpar passes original mpe hardware qualification tests
Openet,amdoc company realtime usage control customers att tmobile networks used tracfone provides following enforces fair usage throttling network speed customers reach data caps creates multiple addons varying durations quota allowances enforces realtime fair usage restrictions notifications launches shared data plans generates event detail records provide reporting capabilities provides data roaming service passes provides data volume speed tiers
Cellwize,cell coverage data collection handset analytics
DevRefactory (re-platform),enables conversational chatbot
Dynamic Policy,policy tracking tool dynamicpolicy webbased application automates manages complete cycle creation distribution publication education enforcement corporate policies procedures policies created easily distributed dynamicpolicy users able access policies procedures regular internet browser method provides userfriendly interface allows users read policies available search specific policy
Managed Services,acquired mobileum mobileum wedo provides support development tool called raid use different modules within raid functions usage control fraud detection anomalies detection enterprise revenue business assurance
Bango,bango provides technology partnerships online merchants need acquire paying users bango brings together digital payments marketing technology effectively market merchandize monetize products online customers everywhere
Magnify,add edi provides business visibility edi transactions electronic data interchange edi electronic interchange business information using standardized format process allows one company send information another company electronically rather paper business entities conducting business electronically called trading partners
Space Planning Plus,category mgt software used walmart space planning space floor planning support retailers making smarter accurate merchandise space allocation decisions drive revenue growth leveraging customer insights maximizing sellingspace available measure kpis using robust analytics blue yonder enables true enterprisewide space management solution seamless integration planograms streamline design implementation stores floor plan maximize category space allocation sales opportunities
Feedonomics,streamline product feed optimization product listing paid search feedonomics connective tissue ecommerce business optimizes product listings shopping destination sends optimized feeds hundreds global channels syncs orders inventory product data across systems fullservice feed management solutions advertising channels marketplaces help drive better ad performance sell products save time development resources maintain business continuity dedicated feed team
Liveramp,data onboarding partner liveramp holdings inc offers data connectivity platform whose services include data onboarding transfer offline data online marketing purposes liveramp data connectivity platform enables businesses connect unify control activate data across different channels devices optimize customer experiences drive better results acquired acxiom
iText Software,itext enterprise subscription core java version production itext software part itjenterprise software toolkit offers one bestdocumented versatile pdf engines world written java net allows integrate pdf functionalities workflow also applications processes products release itext suite even optimize invoicing ensuring longterm archiving take care compliance issues pdf sdk
MMI Portal,datasys compiles one largest consumer business data sets world use expansive data technology platforms help companies accurately target ideal customers provide intelligent marketing solutions
Cobra,integrate cost schedule establish cost controls measure performance forecast outcomes help projects succeed accurate compliant evm reporting across program phases team spend time proactively managing project costs resources provide oversight tightly controlling project costs resources improve project success profitability unlimited rate scenarios topdown planning allow whatif analysis modeling cost impacts easily produce detailed summary reports support project audits
Empower,empower first browserbased analytical tool integrates earned value schedule work authorization key performance data enable proactive management complex projects empower features attractive powerful user interface provides immediate productivity gains control account managers program managers support staff oversight organizations empower specifically designed quickly locate problem areas identify trends display elementofcost information graphically display schedule gantt information provide immediate insight data quality issues support datadriven audit initiatives streamline creation narrative analyses integrated workflow browserbased architecture provides lower total cost ownership desktop tools since application installed individual computers updates performed single server user maintenance centralized empower leverages current software investment seamlessly integrating existing databases migrating many customizations providing familiar interface reduce implementation training costs
Duet for Workspace,duet ai google workspace helps write design organize accelerate workflows richer meetings duet ai brings essential generative ai capabilities google workspace next evolution product users work future parity others market enables features like help write essential workforce generative ai becomes table stakes productivity collaboration products
Project Management Pro,procore committed advancing construction industry improving project construction management driving technology innovation building global community groundbreakers connected global construction platform unites stakeholders project unlimited access support business model designed construction industry
Licensed Data,safegraph curates accurate precise database global points interest month power applications platforms services location component source truth physical world safegraph data provides uptodate record places located detailed attribution places opened closed type place places affiliated people interact location
MTN File,bb bc bbc linking business contacts home addresses personal emails social handles expanding channels available campaigns mtn file paid quarterly
HumanFirst,humanfirst natural language data productivity suite design test launch highquality prompts ai models power business insights automation cx
AI Coach Platform,zenarates cloudbased call simulation training platform creates live caller experience without risk stress actual customer call simulated calls run alongside clickable systems interface creating true sidebyside training experience
QLIK Development Services,bardess empowers clients access view analyze use data make smarter accurate cost efficient faster business decisions customized advanced capabilities reduce costs timetomarket deployment
Insights - POI Shapes,indoor mapping complicated settings speeds time market levering specialized mapping expertise get interactive engaging digital maps freeing resources welldesigned digital indoor maps capture attention facilitate enjoyable exploration indoor spaces within product visual appeal enhances user experience encourages interaction product also makes product stand purchased point inside
NSX Advanced Load Balancer,vmware nsx network virtualization security platform enables virtual cloud network softwaredefined approach networking extends across data centers clouds application frameworks
Aileen for Retail,aileen allinone retail solution creates situational geofences consumer preferences personalization ability guide customers bedside aisle table restaurant also provides touchless approach consuming goods enable shoppers complete transactions without taking wallets standing line
X Pro,mui x collection advanced react ui components complex use cases use native integration material ui extend design system community plan community version mui x published mit license free forever version contains features believe maintainable contributions opensource community pro plan pro version mui x expands features community version advanced capabilities multifiltering multisorting column resizing column pinning data grid well date range picker component
CARTO Enterprise,cartodb easiest way create amazing maps data interface creating new standard user experience mapping data analytics community allows us work users diverse backgrounds create maps hobbyists educators researchers general business enabling new generation mappers work data
Kinetica,kinetica realtime database data accelerator purpose built enabling analytics generative ai timeseries spatial data
HCL Commerce,hcl commerce provides powerful customer interaction platform omnichannel commerce used companies sizes small businesses large enterprises many different industries provides easytouse tools business users centrally manage crosschannel strategy business users create manage precision marketing campaigns promotions catalog merchandising across sales channels hcl commerce single unified platform offers ability business directly consumers bc directly businesses bb
ChatAible,generative ai guardrails enterprise analytics chataible leverages wellproven explainable ai automatically ask millions questions data finds key insights uses generative ai summarize doublecheck key insights way business executive could easily consume
ASG Multi Family Products 122000508,annual maintenance site id asgmetacmdb asgmetamanager asgnavigraph asgnaviplex asgsafari asgtevista asgtmon sqlanalyzer
ASG-TeVISTA,computer software monitoring troubleshooting distributed network performance measuring application performance across network
Seldon Enterprise Platform,seldon base license machine learning models seldon opensource platform facilitates deployment management machine learning models scale provides comprehensive framework allows data scientists engineers seamlessly transition models development production
Analytics Server Administrator,oracle analytics server administrator formerly oracle business server administrator oracle analytics server administrator provides data modeling tool administrators developers manage oracle analytics server enterprise edition
HiQPDF,hiqpdf software complete pdf library net helps create pdf documents scratch add text images pdf pages open edit external pdf documents create fill interactive pdf forms merge split pdf documents
ACROLINX,acrolinx offers live editorial assistance automation govern content across many different repositories detailed analytics contents quality performance generative ai infrastructure anchored azure ai acrolinx guarantees scale futurereadiness uncompromising security
Riverbed,riverbed appresponse delivers continuous packet capture realtime historical application monitoring letting observe network application interactions cross wire whether encrypted
Flyway,version control continuous delivery flyway helps individuals teams enterprises build application delivery processes automate database development
MotioPI Pro,addition recovering lost damaged cognos framework models motio pi professional gives ability ensure correct security roles batch validate cognos reports objects enjoy rich search replace eliminate tedious time sinks perform world automations efficiently manage cognos assets heres sampling motiopi helps work efficiently including automating tasks could otherwise tedious time sinks recover lost damaged deleted framework models recover content deleted cognos users query find cognos content matches specific criteria reports based particular package monitor document users security settings document property settings dispatchers data sources report services installed components validate reports changes made model document schedule recipients
API Connect,ibm api connect full lifecycle api management solution uses intuitive experience help consistently create manage secure socialize monetize apis helping power digital transformation premises across clouds
Blueworkx,blueworx interactive voice platform designed deliver highest level performance security reliability scalability enterprisegrade platform optimized run linux ibm aix compatible key ibm power systems servers
Business Automation Manager (BAM),endtoend intelligent process automation helps organizations improve efficiency increase accuracy reduce errors ibm business automation manager open edition supports dynamic humandriven fully automated business processes combined digital workforces offer endless opportunities transform organization process automation manager open edition previously known red hat process automation manager platform modeling automating business processes bmpn including case management decision support
Content Manager On Demand (CMOD),ibm content manager ondemand automatically captures stores documents offers powerful search retrieval options solution deployed premises secure singletenant ibm cloud infrastructure
BIM Cloud Object Storage,bm cloud object storage service offered ibm storing accessing unstructured data object storage service deployed onpremises part ibm cloud platform offerings hybrid form
DataPower,bm datapower gateway single gateway platform helps provide security control integration optimized access workloads across multiple business channels channels include mobile web application programming interface api serviceoriented architecture soa bb cloud
ILOG,ibm ilog cplex optimization studio analytical decision support toolkit rapid development deployment optimization models using mathematical constraint programming ilog sa international software company purchased incorporated ibm announced january created enterprise software products supply chain business rule management visualization optimization
Manta,manta data lineage visual representation datasets journey origin end use evolved primary enterprise tool understanding flow data contribution person program throughout datas lifecycle data lineage process tracking data moved used different software tools lineage tracks data came transformed data moved
Operational Decision Manager (ODM),ibm operational decision manager ibms business rule management system ibm odm also incorporates ibms implementation business event processing capabilities ibm odm installed independently application running websphere application server ibm odm helps organizations build precise decisions help organizations increase efficiency manage compliance improve operational agility odm available standalone part ibm cloud pak business automation helps analyze automate govern rulesbased business decisions
